MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEine Macht wie die Eure habe ich noch nie\ngesehen. Diese Fertigkeit, Embleme zu mani-\nfestieren... Ich will sie.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nAh, das... Das war ein Tanz zu Ehren \x0E\x0A\x00\x10\x06des\x06der\n\x0E\x0A\x00,\x14Wyrmgottes\x14Wyrmgöttin. Ich bringe Ihn Euch gerne bei,\nwenn Ihr wollt!\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSind alle Geistlichen dieser Welt so wie du? Die\nin meiner Welt waren... ganz anders.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nNein, ich bin in der Beziehung etwas exzen-\ntrisch. Ich bin gewiss nicht wie die anderen!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nPrinzessin Veronica, bitte, lasst mich für Euren\nSchutz beten.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIch verdiene keinen göttlichen Segen...\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nUnsinn! Ihr kämpft, um diese Welt zu retten. Ihr\nverdient den Segen so wie jeder andere auch.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nWenn du darauf bestehst... Ich werde\nversuchen, an deine Worte zu glauben, Pandreo.\nLangsam lerne ich, warum ich kämpfe...\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nEuer Geschmack in Sachen Kleidung ist einfach\nköstlich. Euer Gewand ziert Euch wie ein\nfiligranes Zuckerwerk eine Nachspeise.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nBist du... sehr hungrig? Ich fürchte, meine\nKleidung ist nicht essbar...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nAn welchen Gaumengenüssen erfreut man sich\nin Eurem Land? Ich bin sehr neugierig.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIch erinnere mich nicht, was ich gegessen habe.\nIch könnte dir über den Tee, den ich oft getrun-\nken habe, erzählen, falls du Interesse hast.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nIch bin Fogados Getreuer geworden, weil er\nmeine Speisen so sehr mochte.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAber Speisen sind im Kampf doch nicht von\nNutzen... Warum hat er dich dann gewählt?\nErzähl es mir...\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nGutes Essen gibt Energie. Es mag einen nicht\nstärker machen, aber es gibt einem Ausdauer.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nDas ist eine kluge Denkweise. Nun bin ich\nneugierig geworden... Erzähl mir noch mehr\naus deinem Leben...\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nDu siehst genauso aus wie die Kommandantin\nder Wächter von Askr. Vielleicht bist du das\nja sogar...\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nStimmt, ja, Schwestern können das gleiche\nGesicht und den gleichen Namen haben! Gibt\nes etwas, dass du kauuuuufen möchtest?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nHeute habe ich viele neue Waren auf Lager!\nFalls du etwas haben möchtest, gebe ich dir\nsogar einen Preisnachlass!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIch möchte nichts kaufen, aber können wir uns\nunterhalten? Mich interessiert, woher du deine\nWaren beziehst.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nUnser Kennenlernen ist schon eine Weile\nher. Um das zu feiern, werde ich dir etwas\nschenken!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEin Geschenk... Das einzige Geschenk, das ich\nmir wünsche... Ich möchte mich mit dir\nunterhalten, so wie wir es immer tun.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nDas ist alles? Dann überlass alles Weitere mir.\nIch werde jederzeit mit dir reden. Ruf mich\neinfach, wenn du einsam bist!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nWirklich? Dann ist es versprochen. Und falls du\nje fortgehen würdest... Würde ich das hassen...\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nIhr seht aus, als wäret Ihr so alt wie ich. Aber\nauf dem Schlachtfeld seid Ihr so gelassen.\nDas verlangt wirklich Respekt.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nDas ist nicht nötig. Und ich bin kein Kind.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nRuht Ihr Euch auch genug aus? Sich gut\nauszuruhen ist wichtig, um Verletzungen zu\nvermeiden.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHmm... Ich bin nicht sicher, was ich tun soll,\num mich auszuruhen? Würdest du eine\nPause mit mir machen?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nIch will auf dem Schlachtfeld stärker sein. Wie\nschaffe ich es, so zu werden wie Ihr, Veronica?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nDu bist eigenartig... So sein zu wollen wie ich...\nIch finde, du bist stärker, du hast viele Freunde.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nAber Ihr doch auch. Für mich seid Ihr eine\nFreundin.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nOh... Dann bist du auch mein Freund. So\nwerden wir beide ein bisschen stärker.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nMich stört es nicht, dass du viel redest, Yunaka,\naber könntest du das ein wenig... langsamer\ntun?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, tut mir leid! Ich habe einfach das Gefühl,\ndass es so viel gibt, worüber wir sprechen können,\naber immer nur wenig Zeit dafür ist!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nHeda, Veronica! Ich fühle mich heute ganz\nbesonders superduper. Wie sieht es mit dir aus?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIch frage mich, warum ein Gespräch mit dir\nsich manchmal anfühlt, als würde man mit\nvielen Leuten gleichzeitig sprechen.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nDie Wahrheit ist, dass ich mit Alleinsein und\nStille nicht gut umgehen kann. Du magst es\naber eher ruhig, was?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEigentlich stimmt das nicht. Ich mag es nicht,\nwenn ich allein bin, und wenn es laut ist, macht\nmir das nichts aus.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nEhrlich? Dann solltest du ab und an auch mal\nfür ein bisschen Lärm sorgen. Versuch das\nmal: Superduper!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nDas... klingt nach Spaß, aber ich glaube nicht,\ndass ich dafür schon bereit bin. Vielleicht\nkönnen wir das noch üben.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nIhr seid ein Tänzer, nicht wahr? Wenn ich\nEuch zusehe, erinnere ich mich an das\nFestival für darstellende Künste in Askr.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nOh, das klingt nach einem Festival, das ich\ngerne irgendwann mal mit eigenen Augen sehen\nwürde.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEs ist seltsam, aber wenn Ihr tanzt, folgt mein\nBlick Euren Schritten, ohne dass ich darüber\nnachdenke. Warum ist das so?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nVon jemandem gespannte Aufmerksamkeit\nzu erhalten, ist für mich das größte Kompliment.\nWahrhaftig eine Bereicherung.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08セアダス\nUm Euch für alles zu danken, werde ich für\nEuch in meinen Karten lesen. Mal sehen...\n„Le Jugement,“ hm?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLe Jugement? Oh, was bedeutet das? Wenn es\netwas Unangenehmes ist, will ich die Karte\nnicht.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nDie wahre Bedeutung ist „Befreiung“ oder auch\n„Erwachen“. Das heißt, Ihr könnt nun noch\nstärker werden.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nWenn die Karte das sagt, dann vielleicht... Ich\nmöchte stärker werden, mit Eurer Hilfe.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nSeht her, Veronica. Seht, wie ich dieses\nSüppchen aus Gras und Steinen zum Kochen\nbringe... mit Donnermagie!\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMir schaudert bei dem Gedanken, dass Ihr\nvielleicht eines Tages als Held beschworen\nwerdet.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nIch mag nicht so aussehen, aber ich gehörte\neinst zur königlichen Wache. Ich bin begierig\ndarauf zu erfahren, wie Euer Schloss aussah.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nDas kann ich Euch sagen. Aber dafür müsst\nIhr mir dann auch etwas über Euch erzählen.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLindon, Ihr erscheint mir als jemand, der mir\ndas beantworten kann. Was macht einen guten\nMonarchen aus?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nDas hängt viel von der Zeit und dem Ort ab.\nEure Welt unterscheidet sich sehr von dieser,\nnicht wahr?\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nJa, das nehme ich an.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nEs gibt vieles in Betracht zu ziehen, wenn man\nEure Frage beantworten will. Zum Glück habt\nIhr mehr als genug Zeit.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch werde Euch beschützen, Veronica. Verlasst\nEuch auf mich. Ich mag nur eine einfache Sol-\ndatin sein, aber ich bin gut in dem, was ich tue.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nDas weiß ich zu schätzen, aber ich hoffe, wir\nwerden auch die Gelegenheit haben, uns\nunterhalten zu können.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nDu hast Talent, Saphir. Ich will, dass du in\nmeine Dienste trittst.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nIch bin nun Brodia verpflichtet, aber damals,\nals ich noch Söldnerin war, hätte ich Euer\nAngebot gewiss liebend gern angenommen.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch mag das Kämpfen um des Kämpfens willen\nnicht. Doch ich tue, was ich tun muss, um\ndiesen Krieg zu beenden.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nDem kann ich nur zustimmen. Je länger der\nKrieg fortdauert, desto mehr Opfer wird es\ngeben. Das ist inakzeptabel.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nIch bin froh, dass Ihr ebenso empfindet.\nAnständige Regenten sollten immer zuerst an\nihr Volk denken.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nIch danke dir. Und da du ebenfalls aus dem\nVolk stammst, würde ich gerne mehr über dich\nerfahren...\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIch habe gehört, dass du einst gegen die\n„Wächter von Askr“ gekämpft hast. Wer\nwaren sie?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEs ist keine schöne Geschichte, aber wenn dir\ndas nichts ausmacht, werde ich dir davon\nerzählen...\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nBevor ich hierherkam, war ich immer allein.\nDeshalb gefällt es mir hier so gut: Ich fühle\nmich nicht mehr einsam.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIch bin auch nicht gerne allein. Wenn ich mit\ndir zusammen bin, fühle ich mich nicht mehr\nso einsam...\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIch möchte dich noch besser kennenlernen,\nVeronica. Und vielleicht... vielleicht könnten wir\nja Freundinnen werden!\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nDu möchtest mit mir befreundet sein? Wirklich?\nDeine Freundin zu sein... würde mich glücklich\nmachen.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nSo siehst du also aus, wenn du lächelst!\nDas gefällt mir. Ich hoffe, du wirst noch ganz\noft einen Grund zum Lächeln haben!\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nMit dir als Freundin ganz bestimmt.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nIch bin immer noch nicht sicher, ob es einem\nehemaligen Gegner \x0E\x0A\x00<\x1Cdes Wyrmgottes\x1Cder Wyrmgöttin wie mir\nerlaubt sein sollte, hier zu sein.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIch stand einst einer ähnlichen Situation\ngegenüber. Einstige Gegner zu Verbündeten\nzu machen, ist niemals einfach.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nUm Milady Veyles willen kann ich nur hoffen,\ndass ich das Richtige getan habe, als es darauf\nankam.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMir scheint, das hast du getan. Sie hat es\nbis hierher geschafft, da sie dich an ihrer\nSeite hatte. Ich... beneide sie.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEs tut gut, dich an meiner Seite zu haben,\nMauvier. Es macht mich traurig, dass unsere\ngemeinsame Zeit irgendwann enden wird.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nAls einfacher Sterblicher werde ich Euch\neines Tages verlassen müssen. Aber bis dahin\ndürft Ihr auf mich zählen.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nSelbst wenn ich gegangen bin, wird unser\nBand so lange bestehen bleiben, wie Ihr es\nwünscht. Daran glaube ich.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nIn dem Fall werde ich es für immer bewahren.\x0E\x04\x00\x00
