MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIhr seid das Herz dieser Gruppe. Ich werde\nalles tun in meiner Macht Stehende tun, um\nEuch vor Schaden zu bewahren.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06カミラ\nVielen Dank... Aber große Ansammlungen\nliegen mir nicht. Nicht nach all den Kämpfen,\ndie ich als Kind erleben musste.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nVerstehe. Aber dort wird nicht gekämpft.\nDort sind nur Freunde.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06カミラ\nWenn das so ist, komme ich vielleicht mit.\nSofern du mir versprichst, mich standesgemäß\nzu begleiten.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nBist du wirklich ein Geistlicher? Du bist gar\nnicht so... bieder... wie die anderen Geistlichen,\ndich ich bisher getroffen habe.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nJa, ich zeige, dass ich religiös bin. Ich weiß,\ndass das nicht jedem gefällt.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nSeid Ihr empfindlich gegenüber Lärm? Wenn\ndem so ist, dann möchte ich mich für meine\nlautstarke Party letzte Nacht entschuldigen.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06カミラ\nDu musst dich nicht entschuldigen. Ich sehe\ngerne, wenn andere ausgelassen sind... und\nauch dein eigenartiger Tanz war interessant .\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIch muss den ersten Eindruck, den ich von dir\nhatte, revidieren. Ich konnte sehen, dass du\nein großartiger Geistlicher bist.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nNun, meine Mission ist es, anderen zu helfen.\nSelbst wenn das bedeutet, ab und an ein wenig\nLärm zu verursachen.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06カミラ\nHihihi. Das ist eine gute Einstellung. Und\nEinstellungen muss man wohl im Lauf der\nZeit immer wieder anpassen.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nRichtig. Aber ich werde darauf achten, ruhigere\nZusammenkünfte zu organisieren, damit Ihr\nebenfalls Teil des Spaßes sein könnt!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nEuer Wyvern hat so schöne Schuppen. Ich\nfrage mich ständig, wie die wohl schmecken.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06カミラ\nDas habe ich noch nie gehört. Aber ich fürchte,\nwenn du versuchen würdest, eine zu probieren,\nwärst du derjenige, der gefressen wird.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nKocht Ihr gerne, Camilla? Mich würde sehr\ninteressieren, was Eure Spezialität ist.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06カミラ\nHmm... Da wäre wohl Fleisch mein Favorit.\nBlutig im Inneren, aber außen ein wenig\nknusprig...\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nIch würde Eure Gerichte gerne mal probieren.\nWenn Ihr mir ein Rezept gebt, könnte ich es\neigenhändig nachkochen.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06カミラ\nNun, für einen wahren Koch wie dich ist das\nvielleicht alles zu einfach. Aber wenn du\ndennoch Interesse hast, gebe ich dir das Rezept.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nOh, gerne! Ich möchte alles probieren, was ich\nprobieren kann. Und ich bin sicher, dass Eure\nGerichte köstlich schmecken werden.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06カミラ\nEs ehrt mich, dass du so denkst. In Ordnung,\ndann leite ich dich an. Schade, dass ich nicht\nselbst kochen kann...\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDie Anna dieser Welt ist so jung und so\nbezaubernd! Ich würde mich zu gerne um dich\nkümmern.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nOooh, hast du eine meiner Schwestern\ngetroffen? Wenn du dich um mich kümmern\nwillst, kauf doch was von meinen Waren!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDu verwendest eine Axt, oder, Anna? Ich auch.\nHahaha. Wir sind ein großartiges Team.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nÄxte sind tolle Waffen, aber man kann sie auch\nverwenden, um Feuerholz zu hacken! Das\nist wirklich kostensparend!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDu hast viele Waren, die meine Neugierde ge-\nweckt haben, Anna. Aber ich befürchte, so wie\nich jetzt bin, habe ich gar kein Gold dabei.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nEine Geschäftsfrau kann Waren nicht gratis\nherausgeben, aber Embleme besitzen gar kein\nGold. Hmm...\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nOh, ich weiß! Erzähl mir Geschichten aus deiner\nHeimat. Ich werde später bestimmt einen Weg\nfinden, sie gewinnbringend zu verkaufen.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06カミラ\nIn dem Falle werde ich dir Geschichten\nerzählen, die deine Kunden ganz gewiss\nzufriedenstellen werden.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nArzt in einer Armee zu sein, ist bestimmt sehr\nermüdend! Sag mir doch, wie ich dich unter-\nstützen kann.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nCamilla, habt Ihr Fähigkeiten, die andere heilen\nkönnen? Wenn ja, dann werde ich Euch\nvielleicht mal fragen, wenn ich erschöpft bin.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDu überanstrengst dich, wenn du weiter so hart\narbeitest. Es ist auch wichtig, sich ab und an\nmal auszuruhen.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nEs wäre schlimm, wenn der Arzt krank würde.\nIch werde eine Teepause einlegen. Würdet Ihr\nmir Gesellschaft leisten?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ジャン\nDanke, dass Ihr immer auf mich Acht gebt. So\nkann ich mich auf meinen Traum konzentrieren,\nein guter Arzt zu werden.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06カミラ\nIch passe gerne auf Kinder auf. Ich bin mir\nsicher, dass du eines Tages ein hervorragender\nArzt sein wirst.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06カミラ\nAber übertreibe es nicht. Wenn du zu müde\nbist, zögere nicht und komm zu mir, damit ich\nmich um dich kümmern kann.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nIhr seid wirklich gut darin, darauf zu achten,\ndass ich mich auch wirklich ausruhe. Ich kann\nnoch viel von Euch lernen.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nIhr seid in der Schlacht einfach fantastisch,\nCamilla. Ich muss alles geben, damit ich mit-\nhalten kann!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06カミラ\nIch bewundere dich, dass du dort draußen alles\ngibst. Aber du solltest dein Licht nicht unter den\nScheffel stellen.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nIch bekomme nicht genug von Euren\nGeschichten aus Nohr. Die Legenden sind so\nheroisch. Ich könnte glatt losheulen!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06カミラ\nEs freut mich, dass sie dir gefallen. Warum\nerzählst du mir nicht mal ein paar deiner\nGeschichten?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nEine meiner Getreuen war eine ehemalige\nAssassine. Sie konnte hart sein, aber im Grunde\nwar sie sehr liebenswert.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nIhr müsst recht tolerant sein, wenn Ihr eine\nAssassine in Eure Dienste gestellt habt. Warum\nmusstet Ihr gerade jetzt an sie denken?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06カミラ\nKann ich gar nicht sagen. Du schienst nicht\nunbedingt über dich sprechen zu wollen, daher\ndachte ich, ich fülle das Schweigen einfach.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nDas ist... rücksichtsvoll von Euch. Es ist nicht\nleicht, über meine Vergangenheit zu sprechen,\naber vielleicht kann ich mich dazu überwinden.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIhr wollt wahrsagen? Das sieht nach einer\ninteressante Technik aus. Ihr opfert Speisen\nund lest dann die Karten, richtig?\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nOh, ich habe versucht, in den Karten zu lesen,\nob ich das alles essen soll. Ich opfere keine\nGaben.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIhr müsst ausreichend essen, damit Ihr genug\nEnergie habt, um durch den Tag zu kommen.\nIch liebe ja Fleisch und Obst.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nIch bekomme immer genug Nährstoffe. Lasst\nmich Euch zeigen, wie energiegeladen mein\nTanz sein kann.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nEuer Tanz ist leidenschaftlich und doch auch\nanmutig. Er erinnert mich an einen Tanz, den\nich in Nohr sah.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nIn Eurem Land gab es also auch Theater. Haltet\nIhr Euch für eine gute Tänzerin, Camilla?\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x08\x06カミラ\nIch bin jedenfalls keine schlechte. Eine jüngere\nSchwester von mir, die auch eine hervorragende\nSängerin war, war noch besser.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08セアダス\nErzählt mir etwas über sie, während wir tanzen.\nIhr mögt ein Emblem sein, aber ich denke schon,\ndass wir zusammen tanzen können.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nMich interessieren die Naturphänomene Eurer\nWelt. Dürfte ich Euch wohl ein paar Fragen\nstellen?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06カミラ\nSicher. Ich würde mich freuen, wenn mein\nWissen über Nohr Euren Forschungen helfen\nkann. Womit wollen wir anfangen?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nIhr sollte Eure Familie sehr in Ehren halten.\nMöchtet Ihr mal meine sehen? Ich habe ein\nBild dabei.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06カミラ\nIst das Eure verstorbene Frau? Sie ist hübsch.\nIch freue mich, dass Ihr diesen schöne Bild habt,\ndas Euch stets an sie erinnert.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nMich interessiert die Magie Eures Bruders, die\ndie Schwerkraft beherrschen soll. Ist das\nmit den Bäumen wahr?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x08\x06カミラ\nIhr meint Brynhildr? Ja, wenn er sie einsetzte,\nwuchsen Apfelbäume in der Nähe.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nUnglaublich. Ich würde zu gerne wissen, wie\nein Kuchen mit diesen Äpfeln schmeckt.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06カミラ\nDarüber habe ich noch nie nachgedacht.\nIch hätte ihn um ein paar Äpfel bitten sollen.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nEs ist mir ein Vergnügen, Euch kennenzulernen,\nCamilla. Ich bin Saphir – ehemals eine Söldnerin,\njetzt königliche Soldatin.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06カミラ\nDas Vergnügen ist ganz meinerseits. Ich freue\nmich, mit jemanden zusammenzuarbeiten, der\nso stark und fähig ist wie du.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch bin neugierig. Wie kommt es, dass eine\nPrinzessin wie Ihr so gnadenlos im Kampf\nsein kann?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06カミラ\nDas ist für mich etwas ganz Natürliches. Wenn\nich sehe, dass diejenigen, die mir etwas be-\ndeuten, in Gefahr sind, werde ich wütend.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDa Söldner für Geld arbeiten, frage ich mich...\nWäre es möglich, dass du dich gegen Geld vom\nGegner abwerben ließest?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nザフィーア\nVielleicht, wenn die Lage anders wäre als sie\nmomentan ist. Ich bin keine, die ihre Augen\nvor dem Bösen verschließt.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nStärke verlangt Tugend. Je stärker ich werde,\ndesto wichtiger ist es, dass ich auf der richtigen\nSeite stehe.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06カミラ\nEs freut mich zu sehen, dass dein Herz genauso\nstark ist wie alles andere an dir. Sei gewiss,\nnun bin ich beruhigt.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIch hoffe sehr darauf, dass wir uns ausführlich\nunterhalten können. Über Geschwister, über\nEuch... über alles.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヴェイル\nEs würde mich glücklich machen, mich mit\nEuch zu unterhalten! Es gibt so vieles, über das\nwir uns austauschen können. Wo fange ich an?\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIch habe das Gefühl, ich kann mit Euch über\nalles reden. Ich hoffe nur, ich falle Euch nicht\nzur Last...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06カミラ\nZur Last? Aber nein, auf keinen Fall. Ich genieße\nunsere Gespräche und freue mich auch schon\nauf viele weitere.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIch mag unsere Gespräche sehr, Camilla. Ich\nwüsste nicht, was ich ohne sie tun würde.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06カミラ\nDiese Worte hätten von Corrin sein können...\nAber es ist alles in Ordnung. Niemand wird\ndich verlassen.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06カミラ\nHat man erst einmal Bande geschmiedet, halten\nsie ewig, egal, wie weit man voneinander\nentfernt ist. Vergesst das nie.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nNein, das werde ich nicht. Ich werde mich auch\nstets an Euch erinnern, Camilla. Ihr seid mir eine\ngute Freundin geworden.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nIch würde es verstehen, wenn Ihr Probleme\ndamit habt, Prinzessin Camilla, an der Seite\neines Verräters zu kämpfen.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06カミラ\nOh, die habe ich nicht. Ich vertraue Euch.\nUnd solltet Ihr uns verraten, wird meine Rache\nso schrecklich sein, dass sie die Götter entsetzt.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nSeltsamerweise fällt es mir leicht, mich Euch\nanzuvertrauen. Wendet Ihr irgendeine Art von\nMagie an?\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06カミラ\nSelbstverständlich nicht. Ich besitze lediglich\nsehr viel Erfahrung im Zuhören. Bitte, zieht\ndaraus gerne Nutzen.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nIhr seid sehr weise, Prinzessin Camilla. Ich\nglaube, es liegt daran, dass Ihr so viel Leid\nerfahren musstet.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06カミラ\nIch? Weise? Was für ein wundervolles\nKompliment. Aber Ihr habt genauso viel\ndurchgemacht wie ich.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06カミラ\nWenn Ihr andere glücklich machen wollt,\nMauvier, solltet Ihr bei Euch selbst damit\nanfangen.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nIch habe einen Platz, an dem ich mich ausruhen\nkann und mehr Freunde, als ich verdiene. Ich\nbetrachte mich als gesegnet.\x0E\x04\x00\x00
