MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIt's strange... Although we haven't fought\ntogether long, I feel we understand each other.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nIt did involve diligent study and great focus. But\nit was my late mentor who taught me to dance.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nI want to repay him by enchanting my audience,\non the battlefield and elsewhere.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06クロム\nI'm sure your mentor is as impressed with your\nsoulful dancing as I am.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nHmm... Just one more component and this is\ndone, but I cannot find it for the life of me.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06クロム\nI hate to tell you this, but I think it's been in\nyour hand the entire time.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nMagic has more than just combat applications,\nyou know. It's wonderful for baking cakes.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06クロム\nIt's impressive how many creative uses you've\nfound for magic. You really are an expert.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nMy king was supremely devoted to his people.\nEven as he suffered, he always put them first.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nBut good governance only goes so far.\nThe world can be a cruel place.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x08\x06クロム\nI'm not sure there's any way I can help with\nthis, but if you need an ear, I'm happy to listen.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06クロム\nSometimes terrible hardship strikes, and the\nmost you can do is lean on a friend.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nHey, Chrom! You're just in time. I was about to\nstart training. Fancy a warm-up match?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06クロム\nMusic to my ears, Saphir. Let's get to it!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nI know I'm a soldier, but I wonder how many\nfolks I knew would still be alive if not for war.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06クロム\nWe can't bring back the fallen, but I'll gladly\nhelp you protect the ones who are still here.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nHey, why don't we hit the town? We can grab\na drink, toast to our friendship. It'll be fun.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06クロム\nI appreciate the sentiment, but you know I can't\ndrink anything or even hold a cup, right?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nCome on, that doesn't matter. We can still have\na good time! Invite Robin along too.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06クロム\nAll right, you've talked me into it. I'll grab Robin\nand we'll have ourselves a night out.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nYou and Robin have helped so many people in\nyour time here. We owe you so much.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06クロム\nWe're just lending our strength. An Emblem's\ncapacity to do good depends on its wielder.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nWas your Fell Dragon evil? I'd like to hear about\nthe one you and Robin fought against. \x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06クロム\nThere is too much for me to tell. But next time,\nI will have Robin help me share that story.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x00\x0C\x06ルフレ\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nI'm so happy to see you, Robin. Are you here to\ntalk about the Fell Dragon?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06ルフレ\nYes. Our Fell Dragon destroyed continents and\nspread despair. We were victorious, but...\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06クロム\nBut it was more complicated than good and evil.\nThe Fell Dragon's vessel was a dear friend.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nI wonder if that Fell Dragon suffered too...\nThank you for telling me their story.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nApologies, Sir Chrom, but conversation is not\nmy strong suit.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06クロム\nDon't worry about it. I'm not exactly great\nat small talk either.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nYou must love spicy food. Just the sight of your\nlunch today made Robin's and my eyes water.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nApologies for that. I will take my meals well\naway from your bracelet in the future.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle has seen more than her share of\nsorrow. That is why I've sworn to fight for her.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nWith your help, Sir Chrom, I have hope for a\nfuture that is brighter than the present.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06クロム\nThe path won't be easy, but I'll be with you\nevery step of the way.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06クロム\nWhatever stands in the way of our path to\npeace, we'll tackle it head-on together.\x0E\x04\x00\x00
