MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nQué extraño... Apenas hemos luchado juntos\ny, aun así, siento que nos entendemos bien.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06クロム\nPues preparaba remedios estomacales\ncon unas hierbas verdes puntiagudas.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nHay muchas hierbas verdes puntiagudas.\n¡Vamos a buscarlas! ¡Y nada de descansar!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ユナカ\nGracias por salvarme el pellejo, Chrom.\n¡Me tenían prácticamente acorralada!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06クロム\nNo hay de qué. ¿Cómo terminaste en semejante\nsituación? ¿Qué pretendías?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nMe impresiona tu arsenal de armas especiales.\n¿Qué haces con ellas?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nNada, la verdad. Simplemente me gustan\nlas cosas afiladas. ¿Puedo ver tu espada?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nTú no eres una soldado común, Yunaka. Lo veo\ndesde hace tiempo. ¿Quién eres realmente?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\n¿Yo? Nadie; solo una aficionada a las cosas\ncon filo que se entretiene imitando a la gente.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06クロム\nBueno. No es por meterme donde no me llaman,\npero, cuando quieras desahogarte, aquí estoy.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nNo hace falta, Chrom, aunque te lo agradezco.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\n¿Eres bailarín? Sé de una persona tímida\nque desearía conocer el secreto de tu éxito.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nPues explícale que cualquiera puede conseguir\nlo que se proponga. Lo dicen las cartas.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08セアダス\nHoy las estrellas son propicias para aprender.\n¿Qué métodos de adivinación hay en tu mundo?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06クロム\nHe visto deshojar flores y a un peculiar anciano\nque evalúa la compatibilidad de las unidades.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nTus coreografías tienen algo que cautiva.\nHabrás trabajado duro para alcanzar ese nivel.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nHe invertido mucho tiempo estudiando, pero\naprendí los fundamentos de mi difunto maestro.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nY, en su memoria, trato de cautivar al público\nen el campo de batalla o donde haga falta.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06クロム\nCon el sentimiento que le pones, seguro que\ntu maestro queda tan asombrado como yo.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nA esto solo le falta un ingrediente y listo,\npero no lo encuentro por ninguna parte.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06クロム\nNo es por nada, pero creo que lo llevas\nen la mano desde hace un rato.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nLa magia tiene muchos usos fuera de la batalla.\nCon ella, me salen unos bizcochos riquísimos.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06クロム\nAdmiro la creatividad con la que la empleas.\nEres todo un experto.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nMi rey se desvivía por su pueblo. Siempre fue\nsu prioridad, por encima de su propia agonía.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nPero un buen liderazgo da para lo que da.\nEl mundo puede ser un lugar muy cruel.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x08\x06クロム\nNo sé si servirá de algo, pero puedes confiarte\nen mí si necesitas a alguien que te escuche.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06クロム\nA veces, lo único que nos queda\nante las desgracias es el consuelo de un amigo.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nLlegas en el momento justo, Chrom.\nIba a ponerme a entrenar. ¿Te apuntas?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06クロム\nCon mucho gusto, Saphir. ¡Vamos a ello!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nSé que soy soldado, pero cuántos de entre mi\ngente seguirían con vida de no ser por la guerra.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06クロム\nNo podemos resucitar a los muertos. Eso sí,\nte ayudaré a proteger a quienes seguimos aquí.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\n¿Nos damos una vuelta por la ciudad? Podemos\ntomar algo y brindar por nuestra amistad.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06クロム\nSuena bien, pero eres consciente de que\nni siquiera puedo sujetar una copa, ¿no?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nEso da igual. ¡La cuestión es pasar\nun rato ameno! Invita a Robin.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06クロム\nBueno, me has convencido.\nLe aviso y salimos por ahí.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRobin y tú nos han brindado una ayuda\ninestimable. Estamos en deuda con ustedes.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06クロム\nSimplemente cedemos nuestro poder. El mérito\nde hacer el bien pertenece a quien lo canaliza.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\n¿Era malvado el Dragón Caído\nal que se enfrentaron Robin y tú?\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06クロム\nSe trata de una larga historia. La próxima vez,\nle pediré a Robin que me ayude a contarla.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x00\x0C\x06ルフレ\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nMe alegro de verte, Robin. ¿Has venido\na hablarme del Dragón Caído?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06ルフレ\nAsí es. El Dragón Caído destruyó continentes\ny sembró la desesperación. Lo vencimos, pero...\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06クロム\nLa cuestión iba más allá de la dualidad entre\nel bien y el mal: queríamos a quien lo alojaba.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nQuién sabe si aquel Dragón Caído también\nsufrió... Gracias por contarme la historia.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nTe pido disculpas de antemano, Chrom;\nla conversación no es mi fuerte.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06クロム\nTranquilo. Yo tampoco soy el más locuaz\nque digamos.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIntuyo que te gusta el picante. A Robin y a mí\nnos lloraban los ojos solo con ver tu almuerzo.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nLo siento. En lo sucesivo,\nmantendré mis comidas alejadas del brazalete.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle ha sufrido lo inimaginable.\nEso me ha empujado a luchar por ella.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nCon tu ayuda, tengo la esperanza de un futuro\nmás radiante que el presente.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06クロム\nNo será un camino de rosas,\npero permaneceré a tu lado a cada paso.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06クロム\nNo importa qué obstáculos se nos pongan\npor delante: juntos los superaremos.\x0E\x04\x00\x00
